experiment,split,group,n_patches,fp_px,fn_px,tp_px,fp_per_patch,precision,recall,iou,dice,f1
E8,val,medium@70m,1462,1776248,4692461,30502786,1214.9,0.9449720831174782,0.8666734459911566,0.8250352332249459,0.9041307457577785,0.9041307457577785
E8,val,medium@90m,2335,2025527,2719378,46829570,867.5,0.9585401089266061,0.9451173413409283,0.9079989665430411,0.9517814028884677,0.9517814028884677
E8,val,small@50m,667,162220,258083,3274459,243.2,0.9527974535881601,0.9269412791128618,0.8862435523586936,0.939691537978191,0.939691537978191
E8,val,small@70m,1242,407222,532867,5340030,327.9,0.9291449200417708,0.9092667554019608,0.8503071358997999,0.9190983695647885,0.9190983695647885
E8,val,small@90m,1319,303421,393854,6256077,230.0,0.9537432590115745,0.9407732200529458,0.8997210266357737,0.9472138424756971,0.9472138424756971
E8,val,tiny@50m,57,2600,7349,18587,45.6,0.8772832397183307,0.7166486736554725,0.651352677317594,0.7888716762498379,0.7888716762498379
E8,val,tiny@70m,77,5986,12363,26994,77.7,0.8184960582146195,0.6858754478220244,0.5953289372106051,0.7463400472776777,0.7463400472776777
E8,val,tiny@90m,96,9505,5392,49040,99.0,0.8376462550160771,0.9009406231611902,0.7670050205659211,0.8681413030963221,0.8681413030963221
E10,val,empty@50m,119,21963,0,0,184.6,0.0,0.0,0.0,0.0,0.0
E10,val,empty@70m,141,3700,0,0,26.2,0.0,0.0,0.0,0.0,0.0
E10,val,empty@90m,104,2443,0,0,23.5,0.0,0.0,0.0,0.0,0.0
E10,val,medium@50m,1510,1748065,2813735,49048430,1157.7,0.9655868972849387,0.945745901660679,0.9149080315454702,0.9555634176405566,0.9555634176405566
E10,val,medium@70m,1462,1618916,4729178,30466069,1107.3,0.9495428780783256,0.8656302085335533,0.8275638101564313,0.9056469662589735,0.9056469662589735
E10,val,medium@90m,2335,1921548,2760324,46788624,822.9,0.9605514018714594,0.9442909665811655,0.909037752424222,0.9523517816972094,0.9523517816972094
E10,val,small@50m,667,184273,239467,3293075,276.3,0.947007604645812,0.9322111386078089,0.8859937876918574,0.9395511199177029,0.9395511199177029
E10,val,small@70m,1242,344535,578286,5294611,277.4,0.938902982827525,0.9015330934630575,0.8515752162629064,0.9198386420203527,0.9198386420203527
E10,val,small@90m,1319,284962,382719,6267212,216.0,0.9565087862440627,0.9424476735171998,0.9037215137998394,0.9494261710537755,0.9494261710537755
E10,val,tiny@50m,57,878,7159,18777,15.4,0.9553294327094616,0.723974398516641,0.7002685164440208,0.8237152069469331,0.8237152069469331
E10,val,tiny@70m,77,4605,10530,28827,59.8,0.8622577171546355,0.7324491195956693,0.6557253992069156,0.7920702303908667,0.7920702303908667
E10,val,tiny@90m,96,8854,6064,48368,92.2,0.8452693020152297,0.8885949441488672,0.7642764592472833,0.8663908144796726,0.8663908144796726
E9,val,empty@50m,119,49126,0,0,412.8,0.0,0.0,0.0,0.0,0.0
E9,val,empty@70m,141,5144,0,0,36.5,0.0,0.0,0.0,0.0,0.0
E9,val,empty@90m,104,2761,0,0,26.5,0.0,0.0,0.0,0.0,0.0
E9,val,medium@50m,1510,1789801,2829374,49032791,1185.3,0.9647833585504633,0.9454443523520453,0.9139048324902002,0.9550159621062345,0.9550159621062345
E9,val,medium@70m,1462,1675136,4669318,30525929,1145.8,0.9479788634319984,0.8673310063713977,0.8279254652711343,0.9058634840434578,0.9058634840434578
E9,val,medium@90m,2335,1953840,2734949,46813999,836.8,0.9599358913565949,0.9448030864348504,0.908960481906337,0.9523093752036456,0.9523093752036456
E9,val,small@50m,667,166377,254845,3277697,249.4,0.9516918045314662,0.9278578994955777,0.8861229456497726,0.9396237373534542,0.9396237373534542
E9,val,small@70m,1242,389814,559588,5313309,313.9,0.9316490280851223,0.9047168714179578,0.8484039899014845,0.917985456141222,0.917985456141222
E9,val,small@90m,1319,273143,402833,6247098,207.1,0.9581084502857954,0.9394229804790315,0.9023589809960012,0.948673715119279,0.948673715119279
E9,val,tiny@50m,57,1573,6743,19193,27.6,0.9242511798087053,0.7400138803179364,0.6976989348914984,0.8219348207767934,0.8219348207767934
E9,val,tiny@70m,77,2864,10855,28502,37.2,0.9086909392306679,0.7241913763733918,0.6750669098300015,0.8060178442645165,0.8060178442645165
E9,val,tiny@90m,96,7991,6447,47985,83.2,0.8572423895940094,0.881558641973689,0.7687070470807735,0.8692304905433762,0.8692304905433762
E11,val,empty@50m,119,13269,0,0,111.5,0.0,0.0,0.0,0.0,0.0
E11,val,empty@70m,141,8078,0,0,57.3,0.0,0.0,0.0,0.0,0.0
E11,val,empty@90m,104,3688,0,0,35.5,0.0,0.0,0.0,0.0,0.0
E11,val,medium@50m,1510,1681840,2841345,49020820,1113.8,0.9668293537262129,0.945213528976276,0.9155239694901401,0.9558992568846083,0.9558992568846083
E11,val,medium@70m,1462,1572894,4739769,30455478,1075.9,0.9508906041181208,0.8653292872188088,0.828311608139229,0.9060945677441125,0.9060945677441125
